256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 66, 45, 30, 20, 40, 53, 54, 38, 26, 17, 24, 34, 40, 46, 42
23, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 38, 256, 256, 256, 256, 256, 256, 256, 68, 44, 26, 28, 46, 64, 47, 37, 19, 22, 34, 40, 46, 46, 40
16, 25, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 40, 256, 256, 256, 256, 256, 256, 256, 62, 40, 20, 36, 48, 66, 46, 28, 20, 36, 40, 50, 55, 41, 36
15, 19, 27, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 52, 35, 18, 35, 54, 50, 38, 22, 30, 40, 51, 64, 45, 38, 30
19, 16, 19, 30, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 61, 256, 256, 256, 256, 256, 256, 43, 28, 18, 36, 60, 39, 24, 21, 38, 50, 66, 53, 39, 34, 23
28, 21, 18, 21, 34, 256, 256, 256, 256, 256, 256, 256, 256, 256, 29, 256, 256, 256, 256, 256, 31, 37, 20, 22, 39, 43, 31, 17, 30, 44, 64, 58, 44, 36, 23, 18
34, 33, 24, 20, 23, 38, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 32, 30, 13, 23, 42, 33, 19, 20, 36, 50, 54, 44, 39, 24, 20, 22
42, 38, 36, 28, 22, 20, 33, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 27, 21, 10, 24, 35, 23, 13, 27, 40, 50, 42, 34, 25, 22, 25, 36
48, 44, 44, 42, 35, 23, 18, 26, 256, 256, 256, 256, 256, 256, 256, 17, 256, 256, 256, 256, 21, 15, 10, 23, 21, 12, 18, 32, 45, 37, 31, 144, 18, 28, 40, 40
63, 58, 54, 46, 40, 33, 19, 16, 23, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 14, 12, 12, 21, 15, 10, 21, 37, 32, 25, 17, 17, 27, 37, 44, 50
54, 66, 68, 56, 44, 37, 30, 18, 12, 19, 256, 256, 256, 256, 256, 256, 5, 10, 10, 7, 12, 5, 11, 12, 7, 14, 23, 24, 20, 14, 16, 26, 34, 42, 53, 48
47, 54, 62, 66, 57, 43, 35, 26, 17, 10, 14, 256, 256, 256, 256, 256, 10, 12, 14, 11, 14, 4, 12, 10, 7, 13, 16, 15, 10, 13, 22, 33, 40, 49, 64, 64
44, 46, 47, 47, 48, 53, 41, 33, 22, 16, 6, 11, 256, 256, 256, 256, 22, 13, 30, 20, 25, 17, 21, 5, 11, 12, 10, 5, 11, 19, 28, 38, 46, 50, 48, 47
40, 42, 40, 41, 40, 38, 38, 37, 27, 17, 12, 5, 9, 256, 256, 256, 46, 18, 62, 38, 36, 38, 23, 19, 20, 10, 3, 11, 15, 22, 32, 38, 39, 40, 40, 39
38, 36, 34, 34, 34, 33, 31, 28, 25, 18, 12, 10, 7, 13, 38, 37, 38, 25, 42, 21, 14, 55, 23, 46, 20, 5, 10, 12, 15, 23, 27, 30, 32, 32, 33, 256
30, 28, 28, 28, 26, 24, 22, 19, 17, 13, 12, 12, 17, 19, 28, 51, 7, 19, 20, 16, 8, 14, 33, 41, 15, 19, 14, 12, 12, 14, 18, 21, 23, 25, 28, 30
26, 24, 22, 21, 20, 17, 18, 16, 12, 10, 12, 15, 35, 48, 28, 10, 26, 41, 35, 40, 61, 21, 15, 13, 49, 45, 22, 12, 10, 12, 15, 17, 19, 20, 21, 21
22, 20, 20, 17, 16, 14, 12, 9, 9, 9, 10, 15, 32, 50, 32, 18, 27, 19, 21, 56, 30, 30, 22, 20, 43, 37, 19, 12, 10, 8, 10, 11, 13, 15, 17, 16
20, 20, 18, 16, 14, 12, 9, 7, 6, 4, 6, 11, 22, 27, 14, 41, 30, 13, 67, 46, 77, 48, 55, 16, 20, 28, 13, 7, 5, 3, 6, 11, 11, 13, 14, 16
20, 19, 18, 16, 14, 11, 9, 7, 5, 3, 5, 9, 18, 13, 6, 27, 37, 42, 41, 70, 67, 21, 14, 10, 8, 25, 12, 6, 3, 3, 6, 8, 10, 12, 14, 16
