58.4,40,58.4,54.4,76.8,52,58.4,62.4,55.2,0.8,57.6,56.8,7.2,48,60,33.6,69.6,75.2,32.8,49.6
14.4,48,44,100,57.6,56,43.2,67.2,34.4,45.6,41.6,28,7.2,16,64.8,4,67.2,56,13.6,24.8
57.6,8,61.6,4.8,32.8,26.4,29.6,69.6,55.2,22.4,72,30.4,32.8,33.6,71.2,74.4,59.2,29.6,69.6,16
76,65.6,47.2,17.6,22.4,45.6,61.6,47.2,76,46.4,62.4,72,23.2,59.2,44.8,33.6,4.8,46.4,32,66.4
4.8,36,33.6,54.4,3.2,13.6,57.6,8.8,0.8,56,47.2,47.2,2.4,65.6,34.4,19.2,71.2,12,9.6,30.4
34.4,60,64.8,32.8,55.2,49.6,54.4,61.6,74.4,19.2,46.4,35.2,43.2,18.4,4.8,52,42.4,45.6,79.2,33.6
66.4,56,52.8,48.8,50.4,31.2,22.4,8.8,31.2,65.6,6.4,71.2,3.2,6.4,16,44,60,61.6,56.8,78.4
19.2,26.4,34.4,64.8,72.8,57.6,77.6,44.8,40,55.2,54.4,52.8,58.4,32,22.4,34.4,79.2,18.4,7.2,41.6
40,27.2,72.8,16.8,79.2,55.2,62.4,28,42.4,47.2,38.4,48.8,76,43.2,79.2,76.8,51.2,58.4,12.8,32.8
74.4,46.4,71.2,30.4,44,64.8,66.4,57.6,38.4,23.2,60.8,54.4,77.6,3.2,8,76.8,73.6,32.8,36.8,59.2
43.2,34.4,12,52.8,30.4,52.8,44,60,65.6,4,2.4,24,52,44.8,23.2,32,26.4,79.2,59.2,72.8
46.4,57.6,41.6,78.4,57.6,16,46.4,41.6,33.6,77.6,71.2,6.4,48,39.2,0,52.8,46.4,28.8,60,76.8
18.4,34.4,8.8,17.6,76.8,42.4,44,76,47.2,60.8,76.8,18.4,16,28,77.6,19.2,62.4,9.6,12.8,12.8
42.4,60.8,26.4,60,30.4,78.4,12,29.6,68.8,5.6,44.8,32.8,70.4,72,0.8,58.4,55.2,61.6,8.8,48.8
58.4,0.8,39.2,55.2,54.4,42.4,33.6,28.8,63.2,72.8,9.6,6.4,7.2,41.6,36.8,31.2,16,31.2,1.6,62.4
4.8,27.2,2.4,16.8,69.6,44.8,30.4,3.2,15.2,6.4,23.2,14.4,63.2,13.6,56,9.6,31.2,35.2,17.6,20.8
40,8.8,20,63.2,60,42.4,80,52.8,75.2,68,53.6,70.4,60.8,57.6,14.4,8,67.2,34.4,44,47.2
37.6,34.4,9.6,77.6,23.2,47.2,31.2,69.6,27.2,8,19.2,65.6,66.4,66.4,36.8,10.4,80,72,45.6,28.8
29.6,74.4,29.6,71.2,75.2,14.4,24,68.8,38.4,41.6,3.2,2.4,21.6,67.2,41.6,71.2,58.4,68.8,38.4,44
38.4,5.6,4,58.4,32.8,73.6,66.4,65.6,39.2,13.6,24,18.4,23.2,56.8,45.6,59.2,31.2,13.6,77.6,17.6
