99,41,87,19,82,28,19,37,51,43,28,75,15,36,62,97,18,30,97,66
71,6,54,79,75,38,22,74,95,32,34,21,95,0,7,79,57,47,92,98
17,66,74,43,38,6,98,39,34,24,85,54,59,3,71,49,57,31,32,87
84,44,9,85,49,66,18,64,69,70,90,79,2,5,49,62,41,89,65,86
34,20,42,39,13,77,12,45,77,67,13,43,84,89,46,64,92,63,41,5
99,10,91,69,71,8,83,76,91,69,53,56,55,78,57,3,46,35,48,72
68,4,63,30,72,49,14,35,36,40,55,20,66,30,22,77,10,0,7,65
62,100,20,87,46,100,75,79,64,12,1,5,42,15,14,72,17,9,98,47
86,90,5,96,68,96,2,38,69,74,41,89,1,45,90,92,74,53,73,48
52,51,1,79,8,45,28,39,45,70,13,97,45,23,14,80,76,6,5,92
20,26,3,95,92,18,0,15,97,44,37,77,89,92,56,11,91,17,10,31
81,82,82,31,82,67,42,37,63,8,43,80,39,99,54,14,40,31,91,20
21,4,82,2,48,83,39,27,70,68,50,100,85,29,98,10,16,14,44,83
72,62,98,35,94,77,89,47,68,38,55,23,39,81,89,68,76,69,83,100
94,61,50,48,70,47,27,43,72,87,78,30,87,92,68,12,48,56,85,80
20,24,7,39,71,29,16,34,86,5,90,33,80,32,18,9,36,74,97,35
44,51,2,62,76,82,64,44,80,20,65,4,30,94,14,70,54,52,41,8
78,61,39,99,82,93,56,85,98,6,72,0,20,1,82,53,96,45,60,75
85,65,74,50,81,98,57,94,14,37,17,58,7,11,92,81,19,7,99,16
0,75,92,7,5,63,89,62,83,57,28,9,49,93,28,76,90,2,36,52

