79.2,32.8,69.6,15.2,65.6,22.4,15.2,29.6,40.8,34.4,22.4,60,12,28.8,49.6,77.6,14.4,24,77.6,52.8
56.8,4.8,43.2,63.2,60,30.4,17.6,59.2,76,25.6,27.2,16.8,76,0,5.6,63.2,45.6,37.6,73.6,78.4
13.6,52.8,59.2,34.4,30.4,4.8,78.4,31.2,27.2,19.2,68,43.2,47.2,2.4,56.8,39.2,45.6,24.8,25.6,69.6
67.2,35.2,7.2,68,39.2,52.8,14.4,51.2,55.2,56,72,63.2,1.6,4,39.2,49.6,32.8,71.2,52,68.8
27.2,16,33.6,31.2,10.4,61.6,9.6,36,61.6,53.6,10.4,34.4,67.2,71.2,36.8,51.2,73.6,50.4,32.8,4
79.2,8,72.8,55.2,56.8,6.4,66.4,60.8,72.8,55.2,42.4,44.8,44,62.4,45.6,2.4,36.8,28,38.4,57.6
54.4,3.2,50.4,24,57.6,39.2,11.2,28,28.8,32,44,16,52.8,24,17.6,61.6,8,0,5.6,52
49.6,80,16,69.6,36.8,100,60,63.2,51.2,9.6,0.8,4,33.6,12,11.2,57.6,13.6,7.2,78.4,37.6
68.8,72,4,76.8,54.4,76.8,1.6,30.4,55.2,59.2,32.8,71.2,0.8,36,72,73.6,59.2,42.4,58.4,38.4
41.6,40.8,0.8,63.2,6.4,36,22.4,31.2,36,56,10.4,77.6,36,18.4,11.2,64,60.8,4.8,4,73.6
16,20.8,2.4,76,73.6,14.4,0,12,77.6,35.2,29.6,61.6,71.2,73.6,44.8,8.8,72.8,13.6,8,24.8
64.8,65.6,65.6,24.8,65.6,53.6,33.6,29.6,50.4,6.4,34.4,64,31.2,79.2,43.2,11.2,32,24.8,72.8,16
16.8,3.2,65.6,1.6,38.4,66.4,31.2,21.6,56,54.4,40,80,68,23.2,78.4,8,12.8,11.2,35.2,66.4
57.6,49.6,78.4,28,75.2,61.6,71.2,37.6,54.4,30.4,44,18.4,31.2,64.8,71.2,54.4,60.8,55.2,66.4,80
75.2,48.8,40,38.4,56,37.6,21.6,34.4,57.6,69.6,62.4,24,69.6,73.6,54.4,9.6,38.4,44.8,68,64
16,19.2,5.6,31.2,56.8,23.2,12.8,27.2,68.8,4,72,26.4,64,25.6,14.4,7.2,28.8,59.2,77.6,28
35.2,40.8,1.6,49.6,60.8,65.6,51.2,35.2,64,16,52,3.2,24,75.2,11.2,56,43.2,41.6,32.8,6.4
62.4,48.8,31.2,79.2,65.6,74.4,44.8,68,78.4,4.8,57.6,0,16,0.8,65.6,42.4,76.8,36,48,60
68,52,59.2,40,64.8,78.4,45.6,75.2,11.2,29.6,13.6,46.4,5.6,8.8,73.6,64.8,15.2,5.6,79.2,12.8
0,60,73.6,5.6,4,50.4,71.2,49.6,66.4,45.6,22.4,7.2,39.2,74.4,22.4,60.8,72,1.6,28.8,41.6
