66.4,45.6,69.6,43.2,10.4,72,66.4,61.6,8.8,71.2,76,65.6,0,59.2,32,38.4,27.2,10.4,32,33.6
68.8,78.4,48,23.2,72,14.4,8,8,46.4,63.2,74.4,48.8,41.6,56.8,5.6,29.6,24.8,23.2,21.6,74.4
52.8,8.8,0.8,31.2,46.4,48,55.2,28,38.4,66.4,25.6,41.6,58.4,58.4,4,52.8,16,28.8,28,44.8
50.4,11.2,8.8,49.6,38.4,7.2,4.8,4,80,61.6,1.6,27.2,51.2,15.2,6.4,78.4,57.6,8,14.4,76.8
23.2,38.4,79.2,72.8,16.8,7.2,35.2,56.8,46.4,11.2,55.2,36,29.6,52,73.6,80,65.6,16,48.8,29.6
6.4,36.8,79.2,78.4,62.4,61.6,4.8,67.2,50.4,39.2,77.6,39.2,59.2,77.6,74.4,16.8,40,9.6,36,0.8
60.8,9.6,66.4,51.2,37.6,55.2,41.6,37.6,65.6,36.8,44,9.6,47.2,19.2,3.2,40.8,12,62.4,68.8,26.4
52,11.2,80,64,36,23.2,40,46.4,72.8,14.4,65.6,44,5.6,17.6,20,7.2,62.4,63.2,100,41.6
29.6,12,60.8,65.6,51.2,64.8,76,24.8,76,15.2,70.4,62.4,4.8,17.6,64,20.8,12,8.8,59.2,72.8
39.2,4.8,29.6,75.2,7.2,17.6,39.2,76.8,58.4,7.2,72.8,64,17.6,10.4,37.6,44,23.2,64,74.4,3.2
28.8,53.6,52.8,4,39.2,16,58.4,28.8,11.2,66.4,16.8,56,45.6,28,55.2,17.6,56,24.8,8,36.8
33.6,60.8,61.6,71.2,32.8,69.6,36,36,61.6,40,12,59.2,66.4,60.8,1.6,32.8,45.6,38.4,3.2,44.8
52,17.6,36,49.6,23.2,5.6,50.4,34.4,5.6,45.6,32.8,8,76,64,28,4.8,36,4.8,3.2,53.6
75.2,68.8,73.6,1.6,64.8,40,27.2,26.4,4,70.4,40,32,8,18.4,65.6,72,52,49.6,67.2,15.2
20,25.6,65.6,28,20,65.6,39.2,44.8,68,58.4,19.2,64.8,29.6,28,0,31.2,19.2,28,71.2,26.4
28.8,20.8,20,26.4,67.2,76,57.6,59.2,72,45.6,65.6,40,4.8,22.4,32.8,49.6,58.4,17.6,45.6,55.2
11.2,36,25.6,28.8,57.6,45.6,68,68,13.6,32,0.8,57.6,33.6,9.6,20,23.2,56,37.6,20,64
20,23.2,25.6,44.8,54.4,29.6,64,73.6,72.8,56,60,41.6,48,51.2,7.2,62.4,77.6,76,4,20
20.8,58.4,27.2,61.6,0,7.2,55.2,24.8,68.8,24,70.4,72.8,68.8,29.6,77.6,18.4,28.8,20.8,27.2,24
68.8,29.6,70.4,17.6,68.8,40.8,32.8,1.6,66.4,36.8,34.4,52.8,9.6,8,20.8,65.6,14.4,50.4,10.4,66.4
