-1,-1,-1,-1,-1,56.0,56.0,58.0,58.0,56.0,58.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,59.0,59.0,57.0,66.0,66.0,59.0,59.0,59.0,64.0,64.0,64.0,63.0,63.0,64.0,63.0,64.0,63.0,64.0,63.0,63.0,63.0,63.0,67.0,63.0,62.0,62.0,64.0,62.0,62.0,65.0,64.0,62.0
-1,-1,56.0,56.0,56.0,56.0,59.0,57.0,59.0,59.0,57.0,59.0,59.0,59.0,60.0,57.0,60.0,60.0,57.0,60.0,60.0,60.0,60.0,57.0,60.0,60.0,60.0,64.0,64.0,64.0,64.0,64.0,66.0,63.0,63.0,63.0,57.0,63.0,63.0,66.0,57.0,63.0,63.0,63.0,62.0,62.0,62.0,63.0,64.0,62.0
-1,-1,57.0,57.0,57.0,57.0,57.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,65.0,65.0,65.0,64.0,64.0,64.0,60.0,57.0,60.0,60.0,60.0,60.0,63.0,63.0,64.0,63.0,62.0,65.0,63.0
-1,-1,58.0,58.0,58.0,58.0,60.0,60.0,60.0,58.0,61.0,61.0,61.0,58.0,61.0,61.0,59.0,61.0,58.0,61.0,61.0,58.0,61.0,58.0,58.0,59.0,61.0,61.0,58.0,58.0,58.0,61.0,60.0,60.0,65.0,64.0,65.0,64.0,64.0,64.0,64.0,64.0,60.0,60.0,60.0,62.0,65.0,64.0,64.0,65.0
-1,-1,58.0,59.0,59.0,59.0,61.0,61.0,59.0,61.0,61.0,59.0,61.0,61.0,61.0,59.0,59.0,61.0,59.0,59.0,59.0,61.0,61.0,59.0,68.0,61.0,59.0,59.0,62.0,59.0,61.0,58.0,58.0,61.0,58.0,58.0,58.0,64.0,65.0,64.0,64.0,64.0,68.0,68.0,63.0,58.0,57.0,60.0,60.0,60.0
-1,-1,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,68.0,62.0,60.0,60.0,-1,60.0,60.0,60.0,60.0,62.0,60.0,60.0,62.0,59.0,59.0,68.0,59.0,62.0,59.0,62.0,59.0,62.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0,64.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,58.0,65.0
-1,-1,60.0,60.0,60.0,60.0,60.0,62.0,60.0,63.0,60.0,60.0,63.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,62.0,60.0,62.0,62.0,60.0,62.0,62.0,60.0,62.0,60.0,62.0,62.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,61.0,59.0,61.0,61.0,61.0,65.0,64.0,64.0,69.0,69.0,64.0
-1,-1,61.0,61.0,61.0,61.0,61.0,63.0,61.0,63.0,61.0,61.0,63.0,63.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,63.0,63.0,60.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,59.0,62.0,62.0,62.0,59.0,68.0,61.0,61.0,61.0,65.0,66.0,65.0
-1,-1,61.0,61.0,61.0,61.0,61.0,61.0,61.0,64.0,61.0,64.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,63.0,61.0,63.0,60.0,60.0,60.0,60.0,60.0,63.0,60.0,62.0,60.0,62.0,62.0,60.0,62.0,62.0,59.0,59.0,67.0,68.0,68.0,59.0,68.0,61.0
-1,-1,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,64.0,64.0,61.0,64.0,61.0,61.0,61.0,61.0,63.0,61.0,60.0,60.0,60.0,60.0,63.0,60.0,62.0,60.0,62.0,60.0,62.0,68.0,62.0,59.0,62.0,68.0,62.0
