8.19,23.8,27.66,23.45,58.65,55.73,24.3,43.43,55.6,7.54,38.55,43.8,24.58,38.59,40.02,4.56,43.46,60.33,53.66,51.07
32.88,21.85,57.1,19.94,47.91,52.4,41.46,49.84,34.1,32.95,53.69,44.26,52.44,6.41,20.75,54.22,31.35,3.26,57.98,46.55
6.11,53.95,27.67,47.96,15.68,32.36,23.06,25.89,12.31,30.24,10.27,21.5,8.38,43.52,54.81,1.73,41.12,20.51,61.4,5.28
37.72,39.64,3.87,7.54,2.35,33.67,46.29,50.4,43.26,36.19,55.84,30.76,6.51,31.69,3.02,37.66,32.02,52.2,42.76,45
44.03,3.1,33.15,63.27,20.13,47.41,32.1,7.09,55.91,20.79,6.85,16.8,58.8,10.88,55.64,21.69,26.06,55.82,1.83,16.27
58.16,44.92,54.62,50.03,56.54,21.41,43.95,53.99,0.65,53.97,37.1,15.16,48.04,-0.03,37.5,43.62,46.13,20.37,50.38,24.08
8.95,7.63,27.93,54.62,52.76,40.11,14.58,4.89,61.64,13.13,61.68,43.81,14.67,22.37,53.29,16.35,1.94,25.44,22.32,30.43
51.12,54.73,3.84,13.74,11.1,48.6,46.19,24.75,40.1,16.03,13.92,29.51,43.31,13.71,7.09,46.81,53.45,10.79,21.22,21.5
56.38,22.44,3.71,14.94,52.21,43.36,46.81,2.45,59.72,22.96,58.56,4.52,31.6,8.52,47.3,17.73,10.11,41.51,2.32,22.12
38.27,52.77,19.19,57.01,55.93,42.3,4.13,37.72,53.94,41.73,10.46,18.08,39.35,7.4,2.26,50.22,28.82,40.51,12.61,43.16
41.3,11.38,5.6,24.02,56.09,4.42,15.1,3.18,11.62,5.57,3.66,9.68,14.6,9.86,61.44,42.99,45.8,13.09,8.85,48.52
27.07,0.64,28.82,27.68,33.9,7.48,47.37,3.2,33.88,5.15,44.28,-0.05,56.21,43.47,5.36,14.44,38.11,3.12,5.64,63.2
18.45,43.12,11.53,7.41,11.53,40.45,6.63,63.45,37.03,35.27,44.23,19.8,35.55,39.93,57.07,39.71,3.65,49.97,0.59,45.31
46.08,39.81,44.18,3.11,25.1,39.05,36.46,60.25,44.74,11.78,1.75,53.61,59.28,59.44,52.48,48.43,37.92,59.66,31.67,17.46
23.59,41.83,59.86,20.18,31.71,39.41,6.3,42.97,10.98,0.57,0.59,37.09,14.27,22.37,49.22,29.1,3.14,14.31,16.82,29.57
26.8,36.42,15.01,46.12,0.04,49.66,2.26,37.52,12.72,9.94,27.3,39.04,1.19,44.05,45.66,30.25,8.07,58.72,39.63,24.35
34.51,22.52,11.06,27.37,18.7,12.94,56,28.51,28.46,46.47,9.54,36.46,36.78,8.55,24.65,32.1,56.64,46.68,10.73,16.43
32.83,20.71,56.25,16.76,35.51,22.17,56.51,41.65,34.48,34.62,50.72,15.7,26.76,28,27.99,42.52,46.51,53.82,26.66,45.6
24.66,5.07,40.78,55.31,3.11,52.03,36.86,43.77,30.47,11.69,25.63,37.43,56.49,12.15,52.68,22.4,8.44,55.64,27.5,29.26
30.31,3.23,31.38,0.57,1.13,1.31,41.76,14.72,40.38,25.05,52.34,9.11,28.75,1.69,1.69,5.82,34.3,25.96,37.65,18.41
