53.9,34.95,53.47,33.88,7.56,53.02,46.72,43.79,6.67,55.32,53.47,53.19,0.02,47.43,22.75,26.8,19.71,7.68,25.24,25.05
53.04,63.49,35.43,18.93,52.46,11.71,6.01,6.38,37.51,45.49,55.64,34.76,32.32,41.92,4.5,23.32,19.43,17.19,15.97,59.82
37.31,7.1,0.65,24.53,37.93,37.22,40.19,21.91,27.82,52.16,19.38,31.93,45.73,47.54,2.82,37.15,12.05,23.56,22.89,35.93
39.37,9.11,6.85,35.68,30.33,5.35,3.47,3.01,59.48,47.02,1.29,21.07,35.98,11.94,5.14,63.19,45.7,5.83,10.58,59.39
17.92,30.35,64.81,51.42,13.12,5.7,26.68,41.8,36.39,8.9,41.47,25.2,23.9,39.5,58.3,63.12,49.43,12.39,39.83,23.54
5.01,28.07,65.13,57.14,49.59,44.26,3.93,53.57,35.45,31.86,58.37,29.19,47.75,60.98,56.57,12.32,28.65,7.66,28.93,0.65
48.91,7.63,47.79,41.52,26.94,41.06,30.65,30.85,46.03,26.44,30.91,7.73,36.41,14.04,2.41,33.1,8.86,45.07,50.84,19.98
38.31,8.04,64.08,46.25,26.72,18.95,28,35.7,53.06,11,49.38,33.75,4.17,12.48,14.98,5.82,44.68,48.31,59.36,29.44
22.4,9.32,45.24,48.31,37.69,50.23,62.25,19,60.06,11.86,56.47,46.02,3.56,13.98,45.17,16.46,8.49,6.43,45.37,53.08
28.43,3.68,22.67,60.22,5.39,13.13,28.14,56.62,43.37,5.27,52.02,46.92,13.82,8.15,27.42,35.98,16.95,51.58,52.32,2.43
22.63,40.15,41.11,3.13,27.69,11.55,41.09,23.19,7.95,49.53,13.27,44.7,35.36,20.46,43.25,12.76,45.03,18.87,6.52,28.39
24.98,43.34,49.94,54.16,26.11,55.06,28.04,28.67,44.02,27.92,8.44,47.2,54.39,44.18,1.23,26.3,35.35,27.63,2.43,34.1
40.73,13.85,28.09,35.01,16.19,4.12,35.8,28.16,4.28,32.53,25.74,5.85,57.45,51.56,21.69,3.69,26.29,3.43,2.28,39.79
53.22,51.99,58.61,1.13,50.16,31.2,19.91,19.12,2.87,51.39,31.37,22.5,6.09,14.97,53.86,52.64,39.96,37.14,53.58,11.95
14.72,19.57,49.58,22.27,15.88,49.59,28.46,35.9,49.15,43.92,13.7,45.64,22.32,22.64,0.03,24.96,13.96,21.72,57.16,21.19
22.87,15.45,15.23,19.69,54.8,59.15,45.3,47.96,59.11,35.26,47.81,31.1,3.41,17.1,24.04,35.38,47.45,13.9,33.98,39.7
7.88,29.48,19.47,22.4,41.71,37.14,51.26,55.46,9.57,24.73,0.59,42.73,26.57,7.02,15.19,18.59,39.47,30.56,15.72,49.96
16.11,16.91,18.68,34.89,40.76,21.82,48.18,53.69,55.9,42.21,45.23,33.28,35.57,37.3,5.58,49.09,62.18,53.73,2.95,14.62
16.8,44.8,21.89,45.24,0.02,5.24,41.23,17.6,51.61,16.94,54.49,58.79,53.29,23.57,58.06,14.01,22.39,16.5,19.94,17.91
54.13,24.08,52.88,14.42,55.33,31.57,22.94,1.13,46.47,28.23,25.74,38.56,7.74,5.77,16.14,48.09,11.75,39.72,8.02,52.44
