14,41,49,38,99,87,41,69,85,12,68,69,43,66,69,8,67,96,95,86
57,35,94,34,74,91,71,88,54,59,88,74,80,10,34,83,55,5,100,72
10,89,48,78,28,53,36,42,22,49,18,37,13,68,84,3,72,35,95,9
65,64,6,13,4,57,71,77,66,64,95,49,11,55,5,62,57,91,68,70
67,5,54,100,35,75,50,11,94,32,12,30,91,17,96,35,43,88,3,29
94,69,90,85,90,33,77,84,1,93,58,25,81,0,65,78,71,34,90,39
15,12,45,89,84,66,26,8,96,23,100,73,23,36,91,28,3,41,39,48
84,85,6,21,18,77,82,42,71,28,22,45,73,24,11,83,85,19,36,35
87,35,6,23,87,77,79,4,96,35,90,8,51,13,80,27,18,66,4,36
67,86,30,95,92,66,7,63,93,74,18,29,67,12,4,83,49,64,21,70
71,20,10,37,95,7,26,5,19,9,6,15,24,17,94,72,79,20,14,84
47,1,47,45,58,12,74,5,53,9,72,0,91,67,9,22,64,5,9,100
29,66,18,12,18,70,11,99,64,55,75,31,54,63,94,65,6,84,1,79
82,69,76,5,44,62,56,93,77,18,3,90,96,92,85,85,66,99,55,27
36,72,97,33,56,60,10,67,17,1,1,59,22,39,85,49,5,25,27,46
43,59,24,77,0,81,4,63,21,17,44,63,2,70,78,47,14,94,66,42
53,36,19,42,33,20,99,46,49,73,15,56,58,14,41,57,100,74,18,29
51,33,97,29,58,39,93,70,56,54,84,28,41,44,48,66,83,92,46,73
40,9,70,96,5,92,65,75,53,19,42,65,88,20,83,38,15,89,49,49
54,5,54,1,2,2,72,25,63,40,80,14,47,3,3,10,59,43,59,30
